asset_id,asset_name,asset_type,building_id,floor,installation_date,operating_hours,temperature,vibration,pressure,energy_consumption,last_maintenance_date,maintenance_count,failure_count,current_status,health_score,next_maintenance_due
CTWR-B31174,Cooling Tower #174,Cooling Tower,B3,1,2024-12-05,13687,94.1,9.76,59.8,119.9,2026-05-24,21,3,Critical,6.7,2026-09-09
CHILL-B31175,Chiller #175,Chiller,B3,1,2023-08-22,18385,35.9,1.64,56.6,22.8,2026-07-25,17,3,Warning,65.9,2026-09-04
COMP-B21176,Compressor #176,Compressor,B2,1,2024-04-15,14632,42.1,2.25,52.5,32.0,2026-04-26,12,0,Good,79.4,2026-12-08
AHU-B32177,Air Handling Unit #177,Air Handling Unit,B3,2,2022-11-19,5726,60.8,3.04,46.3,60.6,2026-02-19,20,2,Warning,54.0,2026-09-11
GEN-B14178,Generator #178,Generator,B1,4,2019-03-04,14917,50.6,1.94,44.0,13.1,2026-04-01,9,6,Critical,45.6,2026-08-02
AHU-B35179,Air Handling Unit #179,Air Handling Unit,B3,5,2022-07-12,5376,46.2,0.81,56.4,41.6,2026-05-20,13,5,Warning,68.4,2026-08-12
HVAC-B13180,HVAC Unit #180,HVAC Unit,B1,3,2022-07-21,15937,46.0,1.92,53.6,31.5,2026-07-17,14,2,Warning,69.8,2026-08-03
HVAC-B35181,HVAC Unit #181,HVAC Unit,B3,5,2021-11-21,16061,42.2,1.66,57.1,15.2,2026-03-16,13,2,Good,73.0,2026-11-02
CTWR-B23182,Cooling Tower #182,Cooling Tower,B2,3,2022-06-25,7046,67.5,4.78,38.4,61.1,2026-05-20,5,0,Critical,40.5,2026-09-02
PUMP-B22183,Water Pump #183,Water Pump,B2,2,2019-05-09,17146,59.9,4.64,69.6,67.9,2026-02-22,15,1,Critical,35.2,2026-09-03
CHILL-B15184,Chiller #184,Chiller,B1,5,2023-03-01,2502,55.1,4.47,31.0,51.9,2026-05-14,18,4,Critical,41.2,2026-09-09
AHU-B23185,Air Handling Unit #185,Air Handling Unit,B2,3,2019-12-23,5130,33.7,0.85,46.5,34.1,2026-03-26,15,3,Good,80.0,2026-09-24
GEN-B31186,Generator #186,Generator,B3,1,2021-03-17,12188,42.3,2.0,53.3,22.4,2026-01-14,9,3,Warning,68.9,2026-08-15
PUMP-B15187,Water Pump #187,Water Pump,B1,5,2024-11-02,1461,49.4,1.0,45.1,27.5,2026-04-27,8,1,Healthy,88.7,2026-10-24
COMP-B22188,Compressor #188,Compressor,B2,2,2020-11-03,18118,41.8,1.7,53.4,13.3,2026-06-09,7,0,Good,80.7,2026-12-21
GEN-B33189,Generator #189,Generator,B3,3,2022-09-22,7100,37.8,1.47,54.7,24.9,2026-03-18,10,6,Warning,63.1,2026-09-05
CHILL-B11190,Chiller #190,Chiller,B1,1,2021-07-15,11862,35.5,2.32,52.6,23.5,2026-04-23,8,5,Warning,56.5,2026-08-13
COMP-B25191,Compressor #191,Compressor,B2,5,2022-11-08,2149,49.8,2.01,43.0,37.5,2026-03-22,10,2,Good,78.3,2026-11-14
CTWR-B24192,Cooling Tower #192,Cooling Tower,B2,4,2022-05-02,9992,44.7,0.68,49.2,19.3,2026-02-18,16,5,Warning,65.3,2026-08-13
CHILL-B35193,Chiller #193,Chiller,B3,5,2021-03-20,1852,47.6,1.2,47.6,37.3,2026-01-21,1,6,Warning,65.3,2026-08-09
GEN-B25194,Generator #194,Generator,B2,5,2020-03-27,14160,70.5,3.46,38.6,67.3,2026-01-02,8,2,Critical,31.5,2026-08-13
CHILL-B34195,Chiller #195,Chiller,B3,4,2022-01-06,10476,47.4,1.05,46.4,16.1,2026-07-13,10,0,Good,87.2,2026-12-05
ELEV-B11196,Elevator #196,Elevator,B1,1,2019-09-24,14811,42.8,2.25,43.5,31.4,2026-04-07,1,0,Good,79.2,2026-11-26
PUMP-B25197,Water Pump #197,Water Pump,B2,5,2024-01-10,10180,51.4,1.64,48.0,26.2,2026-02-14,15,1,Good,76.9,2026-11-16
ELEV-B35198,Elevator #198,Elevator,B3,5,2023-04-13,1764,39.5,1.58,43.7,19.4,2026-01-13,16,5,Good,72.6,2026-10-15
PUMP-B25199,Water Pump #199,Water Pump,B2,5,2019-11-10,12093,33.7,1.61,45.3,43.1,2026-05-08,5,6,Warning,57.3,2026-08-03
CTWR-B34200,Cooling Tower #200,Cooling Tower,B3,4,2023-12-27,8816,40.2,1.93,55.3,13.2,2026-06-19,2,6,Warning,57.8,2026-09-14
HVAC-B22201,HVAC Unit #201,HVAC Unit,B2,2,2023-08-18,17577,41.2,1.47,50.9,36.4,2026-06-03,11,5,Warning,57.9,2026-08-07
CHILL-B22202,Chiller #202,Chiller,B2,2,2019-03-17,5180,51.4,0.67,48.8,17.6,2026-07-17,6,1,Good,82.9,2026-12-05
CTWR-B21203,Cooling Tower #203,Cooling Tower,B2,1,2021-02-14,10841,44.3,1.27,52.4,16.7,2026-05-22,22,2,Good,79.5,2026-10-26
PUMP-B35204,Water Pump #204,Water Pump,B3,5,2021-08-15,8101,49.0,0.84,50.4,39.4,2026-01-11,11,5,Warning,62.7,2026-09-03
AHU-B21205,Air Handling Unit #205,Air Handling Unit,B2,1,2019-05-23,7349,41.2,0.77,52.0,31.6,2026-01-12,7,5,Warning,67.8,2026-08-06
HVAC-B13206,HVAC Unit #206,HVAC Unit,B1,3,2021-07-19,11218,50.7,1.61,52.3,18.7,2026-05-05,12,4,Warning,61.9,2026-08-12
GEN-B22207,Generator #207,Generator,B2,2,2021-10-04,5351,39.7,1.64,55.7,32.0,2026-07-24,17,4,Good,73.6,2026-12-07
AHU-B12208,Air Handling Unit #208,Air Handling Unit,B1,2,2020-02-26,6000,32.0,0.74,57.5,16.5,2026-07-15,5,1,Healthy,89.2,2026-12-22
COMP-B23209,Compressor #209,Compressor,B2,3,2023-02-08,14085,41.5,1.16,50.4,29.5,2026-05-27,13,6,Warning,56.3,2026-08-03
ELEV-B32210,Elevator #210,Elevator,B3,2,2022-09-15,17259,50.0,1.77,44.8,40.6,2026-07-15,9,5,Warning,50.4,2026-09-12
CTWR-B15211,Cooling Tower #211,Cooling Tower,B1,5,2023-04-13,13461,77.3,6.86,32.4,101.8,2026-01-12,6,7,Critical,5.0,2026-09-09
HVAC-B33212,HVAC Unit #212,HVAC Unit,B3,3,2019-11-09,16887,88.5,6.46,22.2,101.2,2026-07-23,13,1,Critical,13.6,2026-09-10
COMP-B22213,Compressor #213,Compressor,B2,2,2022-12-28,4604,49.9,0.88,53.8,40.7,2026-02-03,2,2,Good,80.1,2026-12-27
CHILL-B14214,Chiller #214,Chiller,B1,4,2024-12-02,11496,51.7,0.95,51.8,12.6,2026-07-22,4,6,Warning,51.4,2026-09-15
AHU-B33215,Air Handling Unit #215,Air Handling Unit,B3,3,2023-01-22,14411,33.2,0.95,54.2,16.9,2026-03-03,14,6,Warning,56.0,2026-08-08
HVAC-B25216,HVAC Unit #216,HVAC Unit,B2,5,2020-12-17,14610,48.8,0.61,46.4,23.6,2026-03-15,6,5,Warning,56.6,2026-08-10
COMP-B11217,Compressor #217,Compressor,B1,1,2019-03-24,4031,51.3,1.98,54.6,19.2,2026-03-15,6,2,Good,75.1,2026-09-24
GEN-B22218,Generator #218,Generator,B2,2,2024-12-05,11374,35.6,0.85,47.0,19.5,2026-02-09,2,3,Good,73.9,2026-10-06
ELEV-B24219,Elevator #219,Elevator,B2,4,2021-02-16,12837,44.8,1.41,52.1,39.4,2026-01-27,19,2,Good,77.5,2026-12-05
GEN-B34220,Generator #220,Generator,B3,4,2021-11-26,10659,42.1,2.09,54.7,15.0,2026-07-07,7,2,Good,74.6,2026-11-07
COMP-B21221,Compressor #221,Compressor,B2,1,2019-09-22,7308,38.5,1.61,52.5,41.7,2026-03-23,16,1,Good,87.0,2026-09-21
PUMP-B12222,Water Pump #222,Water Pump,B1,2,2022-08-11,12232,39.2,0.89,50.7,36.8,2026-04-26,21,0,Healthy,88.1,2026-12-19
CTWR-B34223,Cooling Tower #223,Cooling Tower,B3,4,2022-04-09,13429,40.0,0.67,56.9,19.7,2026-05-04,20,2,Good,76.9,2026-12-14
ELEV-B34224,Elevator #224,Elevator,B3,4,2023-01-06,17983,71.4,4.69,37.9,74.2,2026-07-05,6,2,Critical,16.3,2026-08-11
PUMP-B11225,Water Pump #225,Water Pump,B1,1,2021-03-26,12541,32.0,0.87,56.1,21.9,2026-01-06,15,3,Good,72.8,2026-10-28
GEN-B21226,Generator #226,Generator,B2,1,2024-04-05,13463,34.0,1.59,48.3,19.0,2026-04-22,1,3,Good,71.1,2026-12-27
COMP-B32227,Compressor #227,Compressor,B3,2,2019-07-05,11631,50.0,2.08,53.7,26.0,2026-04-18,5,3,Warning,63.3,2026-08-06
COMP-B35228,Compressor #228,Compressor,B3,5,2019-04-20,7037,42.0,0.6,51.6,25.1,2026-01-21,8,2,Good,83.2,2026-10-05
COMP-B11229,Compressor #229,Compressor,B1,1,2020-05-14,4242,40.5,1.11,48.2,39.1,2026-01-09,11,3,Good,80.9,2026-12-06
AHU-B25230,Air Handling Unit #230,Air Handling Unit,B2,5,2019-08-26,3907,45.1,1.33,54.9,17.3,2026-02-19,12,5,Good,71.1,2026-12-22
COMP-B14231,Compressor #231,Compressor,B1,4,2024-11-13,15043,46.8,0.81,54.9,42.0,2026-05-12,2,2,Good,73.4,2026-12-23
PUMP-B33232,Water Pump #232,Water Pump,B3,3,2019-03-14,13765,38.7,2.28,51.4,18.5,2026-07-20,22,0,Good,80.0,2026-12-14
HVAC-B23233,HVAC Unit #233,HVAC Unit,B2,3,2019-02-28,17243,44.0,1.26,48.8,34.3,2026-07-27,15,2,Good,73.2,2026-09-18
ELEV-B13234,Elevator #234,Elevator,B1,3,2021-07-01,15839,43.9,1.24,42.6,36.4,2026-02-06,11,2,Good,74.6,2026-09-18
CHILL-B12235,Chiller #235,Chiller,B1,2,2024-08-14,10201,36.9,2.09,55.4,36.2,2026-05-19,12,3,Good,70.1,2026-12-02
CHILL-B23236,Chiller #236,Chiller,B2,3,2019-03-20,4513,74.7,9.47,73.4,94.6,2026-02-24,13,5,Critical,5.6,2026-09-12
CHILL-B21237,Chiller #237,Chiller,B2,1,2020-10-09,11135,47.9,1.85,42.8,30.9,2026-02-25,20,4,Warning,63.0,2026-09-05
AHU-B25238,Air Handling Unit #238,Air Handling Unit,B2,5,2024-01-20,14263,32.1,0.97,54.5,33.7,2026-03-09,6,5,Warning,61.1,2026-09-10
PUMP-B12239,Water Pump #239,Water Pump,B1,2,2020-01-23,11836,46.6,1.7,49.4,25.9,2026-05-11,8,0,Good,85.0,2026-12-16
HVAC-B23240,HVAC Unit #240,HVAC Unit,B2,3,2021-06-27,15761,63.5,3.86,36.8,57.3,2026-04-02,5,3,Critical,29.3,2026-08-11
COMP-B33241,Compressor #241,Compressor,B3,3,2019-04-24,13297,41.0,1.44,44.5,31.3,2026-05-12,10,2,Good,77.1,2026-12-14
HVAC-B25242,HVAC Unit #242,HVAC Unit,B2,5,2024-08-08,13497,51.0,0.82,48.3,19.0,2026-01-19,18,1,Good,75.3,2026-11-06
AHU-B34243,Air Handling Unit #243,Air Handling Unit,B3,4,2023-07-12,8335,47.4,1.73,52.6,34.7,2026-06-25,14,4,Warning,67.3,2026-09-09
CTWR-B14244,Cooling Tower #244,Cooling Tower,B1,4,2022-08-10,15927,37.8,1.56,47.3,27.3,2026-02-22,6,6,Warning,54.0,2026-08-07
CTWR-B24245,Cooling Tower #245,Cooling Tower,B2,4,2020-11-01,8546,52.0,1.68,53.7,43.2,2026-03-20,5,4,Warning,62.5,2026-08-03
COMP-B31246,Compressor #246,Compressor,B3,1,2021-01-24,13957,69.5,3.12,44.8,71.4,2026-02-16,18,4,Critical,25.7,2026-08-06
AHU-B21247,Air Handling Unit #247,Air Handling Unit,B2,1,2019-04-19,16311,40.9,1.04,44.8,27.2,2026-06-04,15,1,Good,79.1,2026-11-28
AHU-B14248,Air Handling Unit #248,Air Handling Unit,B1,4,2024-02-01,2259,42.4,1.45,48.2,37.8,2026-03-23,22,5,Good,72.8,2026-09-23
HVAC-B24249,HVAC Unit #249,HVAC Unit,B2,4,2024-01-10,14254,50.5,1.73,49.0,38.0,2026-01-05,2,2,Warning,68.1,2026-09-13
CHILL-B32250,Chiller #250,Chiller,B3,2,2021-07-22,12335,58.6,2.99,55.7,48.1,2026-06-16,5,1,Warning,55.4,2026-08-13
ELEV-B23251,Elevator #251,Elevator,B2,3,2024-08-11,15957,32.7,0.85,50.3,12.9,2026-03-19,9,4,Warning,64.5,2026-09-12
ELEV-B22252,Elevator #252,Elevator,B2,2,2023-11-10,16774,46.9,1.85,44.3,21.6,2026-04-09,15,5,Warning,53.6,2026-08-01
GEN-B33253,Generator #253,Generator,B3,3,2020-10-01,9700,49.4,1.53,49.6,41.7,2026-03-21,12,5,Warning,60.5,2026-08-10
PUMP-B33254,Water Pump #254,Water Pump,B3,3,2022-08-21,6741,49.9,0.63,57.2,23.3,2026-03-07,17,3,Good,73.1,2026-10-05
ELEV-B31255,Elevator #255,Elevator,B3,1,2024-04-12,17544,70.4,4.48,63.8,68.7,2026-05-08,15,4,Critical,9.7,2026-08-06
HVAC-B21256,HVAC Unit #256,HVAC Unit,B2,1,2021-09-03,10095,64.1,2.96,61.9,59.0,2026-05-08,18,4,Critical,36.8,2026-08-05
AHU-B32257,Air Handling Unit #257,Air Handling Unit,B3,2,2020-12-23,16144,78.8,6.48,73.0,108.3,2026-02-17,6,1,Critical,14.3,2026-09-01
GEN-B12258,Generator #258,Generator,B1,2,2023-10-16,16413,55.9,4.38,32.9,59.9,2026-04-03,4,4,Critical,27.6,2026-09-04
CHILL-B35259,Chiller #259,Chiller,B3,5,2020-10-16,11029,49.2,0.8,56.2,37.7,2026-02-19,19,0,Good,84.6,2026-12-01
ELEV-B25260,Elevator #260,Elevator,B2,5,2021-08-21,6984,37.7,1.76,46.2,29.6,2026-03-09,11,4,Good,71.0,2026-11-21
COMP-B12261,Compressor #261,Compressor,B1,2,2022-01-11,17896,33.3,1.38,46.9,42.5,2026-04-11,16,3,Warning,67.6,2026-08-04
CHILL-B12262,Chiller #262,Chiller,B1,2,2021-09-10,11686,38.0,1.7,51.1,17.1,2026-02-07,17,3,Good,71.9,2026-12-26
AHU-B15263,Air Handling Unit #263,Air Handling Unit,B1,5,2024-03-11,18123,40.3,1.91,45.7,20.7,2026-07-27,16,5,Warning,53.9,2026-09-06
AHU-B23264,Air Handling Unit #264,Air Handling Unit,B2,3,2024-06-27,11533,39.9,1.35,54.2,25.3,2026-04-12,15,2,Good,78.8,2026-10-15
ELEV-B12265,Elevator #265,Elevator,B1,2,2020-11-23,9586,38.4,2.02,47.2,30.5,2026-02-26,10,6,Warning,56.3,2026-08-10
COMP-B21266,Compressor #266,Compressor,B2,1,2019-04-06,11865,51.0,2.3,54.5,24.9,2026-06-16,16,5,Warning,50.1,2026-08-05
CTWR-B11267,Cooling Tower #267,Cooling Tower,B1,1,2019-11-11,10245,37.7,1.45,56.1,14.4,2026-07-24,18,2,Good,80.0,2026-12-27
AHU-B15268,Air Handling Unit #268,Air Handling Unit,B1,5,2021-10-07,4083,42.9,1.79,50.9,39.0,2026-06-01,15,1,Healthy,88.6,2026-10-25
CHILL-B33269,Chiller #269,Chiller,B3,3,2021-08-24,8238,41.2,1.2,52.8,35.2,2026-03-20,6,2,Good,82.0,2026-09-05
CHILL-B34270,Chiller #270,Chiller,B3,4,2022-07-26,17136,50.3,1.52,42.3,26.4,2026-01-17,2,6,Critical,47.3,2026-09-13
COMP-B25271,Compressor #271,Compressor,B2,5,2021-11-03,3675,90.2,7.65,77.1,113.2,2026-05-15,19,1,Critical,26.4,2026-08-13
CHILL-B34272,Chiller #272,Chiller,B3,4,2021-08-15,6187,45.0,1.21,50.4,34.9,2026-07-14,21,2,Good,84.0,2026-09-13
ELEV-B15273,Elevator #273,Elevator,B1,5,2022-01-01,8580,49.1,1.65,54.3,29.6,2026-06-22,11,3,Good,70.9,2026-10-25
PUMP-B35274,Water Pump #274,Water Pump,B3,5,2020-04-25,6058,32.5,1.68,55.5,37.7,2026-05-12,7,2,Good,82.6,2026-09-11
PUMP-B12275,Water Pump #275,Water Pump,B1,2,2020-05-06,15102,77.8,6.83,28.2,115.6,2026-01-27,9,3,Critical,5.3,2026-09-01
COMP-B32276,Compressor #276,Compressor,B3,2,2022-01-15,15570,39.6,2.07,43.5,17.8,2026-05-24,13,1,Good,75.0,2026-09-06
GEN-B14277,Generator #277,Generator,B1,4,2024-10-12,11583,33.8,1.51,49.6,28.8,2026-04-01,14,1,Good,83.6,2026-09-13
CTWR-B21278,Cooling Tower #278,Cooling Tower,B2,1,2021-06-10,3339,36.6,1.86,52.4,38.7,2026-04-01,14,6,Warning,63.7,2026-09-12
PUMP-B12279,Water Pump #279,Water Pump,B1,2,2020-03-19,1503,45.9,1.97,43.0,38.5,2026-07-24,5,4,Good,73.6,2026-11-12
CTWR-B14280,Cooling Tower #280,Cooling Tower,B1,4,2020-03-17,6160,50.5,2.02,42.5,18.7,2026-04-21,22,1,Good,78.5,2026-11-27
ELEV-B33281,Elevator #281,Elevator,B3,3,2019-01-11,2133,34.9,1.33,50.6,37.2,2026-06-17,16,0,Healthy,97.9,2026-10-06
CHILL-B13282,Chiller #282,Chiller,B1,3,2020-02-14,3373,40.3,2.22,49.0,40.3,2026-07-21,4,3,Good,75.6,2026-09-10
COMP-B23283,Compressor #283,Compressor,B2,3,2020-06-22,13179,41.6,1.95,55.6,18.5,2026-02-17,20,5,Warning,58.4,2026-08-13
AHU-B11284,Air Handling Unit #284,Air Handling Unit,B1,1,2024-02-23,14432,36.5,0.93,52.5,22.8,2026-04-22,10,4,Warning,66.0,2026-09-13
AHU-B24285,Air Handling Unit #285,Air Handling Unit,B2,4,2021-11-05,2321,36.0,0.93,44.3,13.1,2026-07-08,13,5,Good,72.7,2026-10-13
PUMP-B15286,Water Pump #286,Water Pump,B1,5,2022-08-28,12468,71.5,3.61,69.7,59.1,2026-03-18,7,5,Critical,15.8,2026-09-02
ELEV-B35287,Elevator #287,Elevator,B3,5,2021-06-06,9565,68.1,3.71,33.9,70.8,2026-07-17,11,6,Critical,16.5,2026-09-02
PUMP-B21288,Water Pump #288,Water Pump,B2,1,2023-03-04,8642,43.0,1.13,56.0,22.1,2026-04-18,15,6,Warning,61.6,2026-08-14
AHU-B25289,Air Handling Unit #289,Air Handling Unit,B2,5,2020-03-27,8469,39.1,1.68,44.4,40.4,2026-05-02,1,1,Good,85.2,2026-11-18
GEN-B35290,Generator #290,Generator,B3,5,2020-06-06,4481,49.2,1.01,56.9,35.6,2026-05-20,22,1,Good,86.0,2026-12-28
GEN-B21291,Generator #291,Generator,B2,1,2022-05-13,18296,34.7,2.29,42.0,20.3,2026-05-22,14,3,Warning,60.5,2026-09-04
CHILL-B14292,Chiller #292,Chiller,B1,4,2020-03-16,6451,66.0,3.58,37.7,70.2,2026-01-08,8,3,Critical,37.9,2026-09-03
CTWR-B15293,Cooling Tower #293,Cooling Tower,B1,5,2024-03-07,15728,38.5,1.75,50.3,29.3,2026-07-21,5,5,Warning,57.6,2026-09-04
COMP-B21294,Compressor #294,Compressor,B2,1,2023-12-20,16088,67.8,4.24,65.0,73.5,2026-01-13,5,0,Critical,36.0,2026-09-02
COMP-B25295,Compressor #295,Compressor,B2,5,2020-12-23,17167,33.8,1.92,57.4,40.5,2026-02-28,10,1,Good,74.7,2026-12-27
CTWR-B21296,Cooling Tower #296,Cooling Tower,B2,1,2024-02-28,10381,38.6,1.8,46.0,23.8,2026-01-04,9,2,Good,77.3,2026-12-08
COMP-B15297,Compressor #297,Compressor,B1,5,2022-11-09,4606,43.3,1.69,55.9,34.0,2026-01-20,16,4,Good,73.9,2026-09-19
CHILL-B31298,Chiller #298,Chiller,B3,1,2019-04-12,15022,38.9,2.02,55.6,30.9,2026-05-02,13,5,Warning,56.0,2026-09-14
CTWR-B31299,Cooling Tower #299,Cooling Tower,B3,1,2020-10-06,1991,50.4,2.04,53.7,40.0,2026-03-12,21,2,Good,77.5,2026-11-12
GEN-B24300,Generator #300,Generator,B2,4,2019-06-15,9823,49.3,1.77,53.9,36.9,2026-07-27,6,1,Good,78.4,2026-10-28
COMP-B13301,Compressor #301,Compressor,B1,3,2021-10-18,8657,50.3,0.76,48.5,32.5,2026-06-06,11,6,Warning,55.7,2026-09-04
ELEV-B34302,Elevator #302,Elevator,B3,4,2021-06-26,15544,35.4,0.63,45.0,22.2,2026-05-23,12,6,Warning,54.9,2026-09-13
AHU-B25303,Air Handling Unit #303,Air Handling Unit,B2,5,2024-02-07,4259,49.5,1.33,46.2,35.6,2026-05-12,3,5,Warning,65.9,2026-09-03
CTWR-B13304,Cooling Tower #304,Cooling Tower,B1,3,2023-10-03,11811,59.2,3.11,69.7,46.8,2026-02-27,8,3,Critical,44.2,2026-08-04
GEN-B22305,Generator #305,Generator,B2,2,2020-01-10,9184,48.8,1.35,50.8,30.7,2026-04-06,1,6,Warning,56.9,2026-09-11
CTWR-B33306,Cooling Tower #306,Cooling Tower,B3,3,2024-06-26,9836,50.5,1.02,50.6,14.5,2026-06-05,14,2,Good,74.4,2026-11-28
GEN-B35307,Generator #307,Generator,B3,5,2020-02-26,17828,48.1,1.69,53.5,35.7,2026-06-18,16,4,Warning,57.6,2026-08-08
ELEV-B31308,Elevator #308,Elevator,B3,1,2022-10-15,17490,51.9,0.64,49.2,33.5,2026-03-16,19,3,Warning,60.4,2026-08-02
PUMP-B13309,Water Pump #309,Water Pump,B1,3,2023-05-24,2103,47.3,0.84,48.3,33.8,2026-03-18,20,3,Good,80.4,2026-11-11
GEN-B35310,Generator #310,Generator,B3,5,2022-03-25,11504,47.1,1.66,54.4,14.3,2026-01-17,1,4,Warning,65.1,2026-09-12
AHU-B32311,Air Handling Unit #311,Air Handling Unit,B3,2,2020-10-25,7076,41.9,0.82,43.4,43.2,2026-05-23,6,0,Healthy,93.1,2026-12-26
CTWR-B24312,Cooling Tower #312,Cooling Tower,B2,4,2020-06-06,4341,40.6,1.05,43.5,20.6,2026-02-08,10,2,Good,85.8,2026-11-21
CHILL-B24313,Chiller #313,Chiller,B2,4,2019-09-09,1868,74.3,6.92,30.5,118.4,2026-01-01,20,3,Critical,18.2,2026-09-07
ELEV-B15314,Elevator #314,Elevator,B1,5,2023-06-28,3473,42.0,1.56,57.6,15.2,2026-06-05,6,1,Healthy,91.1,2026-11-19
AHU-B22315,Air Handling Unit #315,Air Handling Unit,B2,2,2023-03-27,15785,42.8,2.32,57.1,38.6,2026-03-10,1,4,Warning,57.7,2026-08-06
AHU-B35316,Air Handling Unit #316,Air Handling Unit,B3,5,2020-02-16,7529,93.2,9.51,86.7,100.1,2026-07-15,20,3,Critical,12.7,2026-08-11
CHILL-B22317,Chiller #317,Chiller,B2,2,2021-03-08,17281,39.2,2.25,56.7,38.8,2026-06-23,7,6,Critical,46.8,2026-08-14
CHILL-B33318,Chiller #318,Chiller,B3,3,2023-10-19,18294,36.0,1.18,49.2,18.5,2026-06-14,13,6,Warning,52.2,2026-09-07
CTWR-B14319,Cooling Tower #319,Cooling Tower,B1,4,2019-08-04,11735,38.1,2.39,54.3,37.4,2026-06-02,18,3,Warning,66.0,2026-08-04
CHILL-B25320,Chiller #320,Chiller,B2,5,2024-10-18,6880,42.7,0.68,46.8,18.2,2026-05-02,21,2,Good,83.3,2026-12-24
AHU-B33321,Air Handling Unit #321,Air Handling Unit,B3,3,2024-12-02,8228,92.6,8.48,23.4,85.0,2026-05-21,4,4,Critical,7.0,2026-08-01
CTWR-B11322,Cooling Tower #322,Cooling Tower,B1,1,2021-01-08,12038,61.3,4.48,31.8,50.1,2026-02-20,6,3,Critical,30.0,2026-09-15
CTWR-B35323,Cooling Tower #323,Cooling Tower,B3,5,2024-11-10,7913,62.0,2.82,62.9,56.9,2026-07-07,21,5,Critical,37.4,2026-09-05
HVAC-B34324,HVAC Unit #324,HVAC Unit,B3,4,2019-12-25,15917,33.4,0.81,44.5,38.1,2026-01-06,5,5,Warning,59.5,2026-09-03
ELEV-B34325,Elevator #325,Elevator,B3,4,2021-09-10,10529,34.4,2.08,56.1,43.4,2026-05-28,19,2,Good,74.8,2026-12-07
AHU-B31326,Air Handling Unit #326,Air Handling Unit,B3,1,2022-08-04,4850,58.1,4.33,62.3,53.0,2026-05-12,8,0,Warning,56.8,2026-09-12
AHU-B25327,Air Handling Unit #327,Air Handling Unit,B2,5,2019-11-17,7392,43.4,2.31,47.5,43.4,2026-02-12,7,5,Warning,60.9,2026-09-04
HVAC-B24328,HVAC Unit #328,HVAC Unit,B2,4,2020-05-17,3285,38.7,1.9,42.4,26.5,2026-07-08,8,1,Healthy,88.4,2026-11-18
AHU-B15329,Air Handling Unit #329,Air Handling Unit,B1,5,2021-01-04,3334,44.4,0.91,56.9,24.2,2026-02-04,14,4,Good,76.8,2026-10-01
CTWR-B15330,Cooling Tower #330,Cooling Tower,B1,5,2019-07-25,5120,43.3,0.73,52.4,42.1,2026-05-21,8,6,Warning,65.0,2026-09-05
CTWR-B22331,Cooling Tower #331,Cooling Tower,B2,2,2024-08-20,9393,50.4,0.88,50.6,23.9,2026-02-10,12,5,Warning,59.9,2026-08-07
ELEV-B13332,Elevator #332,Elevator,B1,3,2024-01-14,11025,46.2,1.57,45.6,25.3,2026-07-21,5,0,Good,87.4,2026-11-07
CTWR-B24333,Cooling Tower #333,Cooling Tower,B2,4,2022-12-15,15745,38.5,1.32,53.6,18.8,2026-02-23,13,3,Warning,69.7,2026-08-10
GEN-B35334,Generator #334,Generator,B3,5,2021-08-18,14576,39.9,1.45,50.7,26.9,2026-07-25,12,5,Warning,60.8,2026-09-01
GEN-B13335,Generator #335,Generator,B1,3,2023-03-22,13792,40.9,1.85,48.2,34.0,2026-03-24,17,3,Warning,68.6,2026-08-11
CTWR-B32336,Cooling Tower #336,Cooling Tower,B3,2,2020-07-11,16554,47.3,1.48,51.8,37.2,2026-05-24,8,6,Warning,51.4,2026-08-11
CHILL-B11337,Chiller #337,Chiller,B1,1,2019-01-28,2928,50.6,1.24,53.9,43.6,2026-03-27,11,6,Warning,61.0,2026-08-06
PUMP-B34338,Water Pump #338,Water Pump,B3,4,2022-06-23,6941,43.2,2.22,44.4,25.7,2026-05-20,10,2,Good,77.1,2026-12-06
COMP-B33339,Compressor #339,Compressor,B3,3,2024-04-04,6005,34.7,1.29,48.1,17.6,2026-01-19,15,0,Healthy,94.2,2026-11-15
AHU-B21340,Air Handling Unit #340,Air Handling Unit,B2,1,2022-11-19,12466,56.2,3.07,42.0,57.4,2026-02-04,11,0,Warning,62.2,2026-08-11
PUMP-B21341,Water Pump #341,Water Pump,B2,1,2021-10-26,17411,62.1,3.14,64.1,51.6,2026-03-17,1,4,Critical,30.3,2026-08-08
PUMP-B11342,Water Pump #342,Water Pump,B1,1,2024-04-23,11247,80.4,6.46,91.6,104.9,2026-01-11,9,6,Critical,5.0,2026-08-03
HVAC-B35343,HVAC Unit #343,HVAC Unit,B3,5,2019-05-13,7741,45.9,1.09,48.0,24.1,2026-05-28,16,3,Good,76.5,2026-12-14
PUMP-B13344,Water Pump #344,Water Pump,B1,3,2024-05-18,7521,50.3,2.25,43.4,34.0,2026-03-28,16,2,Good,70.5,2026-09-01
AHU-B12345,Air Handling Unit #345,Air Handling Unit,B1,2,2019-03-12,3328,68.2,4.53,30.4,46.4,2026-07-11,5,4,Critical,25.5,2026-08-03
COMP-B33346,Compressor #346,Compressor,B3,3,2024-02-20,5196,50.4,2.27,45.0,35.7,2026-01-01,2,5,Warning,57.5,2026-09-13
GEN-B11347,Generator #347,Generator,B1,1,2024-02-13,11699,48.4,1.87,49.9,35.3,2026-04-10,21,4,Warning,61.7,2026-08-08
